//dist, ballAng, tarAng, coll, obstAng, spin, for0, for1
 70.319, 0.196, -0.324, 595.789, 1.477, 0.003, 0.004, 0.532
 73.579, 0.192, -0.334, 595.047, 1.465, 0.011, -0.003, 0.592
 76.831, 0.180, -0.344, 594.376, 1.445, 0.020, -0.000, 0.643
 80.048, 0.157, -0.353, 593.680, 1.415, 0.030, 0.015, 0.608
 83.225, 0.125, -0.362, 592.921, 1.376, 0.039, 0.043, 0.583
 86.389, 0.083, -0.369, 592.099, 1.330, 0.047, 0.087, 0.561
 89.554, 0.034, -0.376, 591.136, 1.276, 0.054, 0.154, 0.543
 92.730, -0.023, -0.380, 590.019, 1.217, 0.059, 0.226, 0.539
 95.876, -0.084, -0.383, 588.719, 1.155, 0.062, 0.235, 0.539
 99.017, -0.147, -0.384, 587.187, 1.093, 0.062, 0.237, 0.532
 102.169, -0.211, -0.384, 585.433, 1.032, 0.061, 0.302, 0.493
 105.349, -0.274, -0.381, 583.384, 0.974, 0.058, 0.393, 0.479
 108.581, -0.334, -0.377, 581.068, 0.921, 0.053, 0.478, 0.521
 111.787, -0.390, -0.371, 578.502, 0.873, 0.048, 0.551, 0.531
 114.990, -0.444, -0.363, 575.580, 0.830, 0.044, 0.615, 0.519
 118.173, -0.496, -0.353, 572.346, 0.790, 0.040, 0.695, 0.505
 121.355, -0.546, -0.341, 568.778, 0.753, 0.037, 0.750, 0.489
 124.536, -0.596, -0.329, 564.899, 0.719, 0.034, 0.750, 0.471
 127.726, -0.641, -0.315, 560.783, 0.689, 0.030, 0.750, 0.451
 130.947, -0.682, -0.301, 556.484, 0.665, 0.024, 0.750, 0.431
 134.234, -0.718, -0.286, 551.972, 0.646, 0.019, 0.750, 0.409
 137.558, -0.749, -0.271, 547.306, 0.634, 0.013, 0.750, 0.388
 140.959, -0.773, -0.255, 542.471, 0.627, 0.006, 0.750, 0.365
 144.385, -0.791, -0.240, 537.522, 0.628, -0.000, 0.749, 0.343
 147.838, -0.802, -0.224, 532.473, 0.634, -0.007, 0.708, 0.321
 151.286, -0.806, -0.209, 527.375, 0.648, -0.014, 0.671, 0.300
 154.724, -0.802, -0.195, 522.241, 0.669, -0.021, 0.640, 0.279
 158.154, -0.790, -0.180, 517.083, 0.698, -0.028, 0.614, 0.259
 161.528, -0.771, -0.167, 511.989, 0.733, -0.035, 0.595, 0.240
 164.827, -0.745, -0.155, 506.986, 0.773, -0.041, 0.580, 0.222
 168.051, -0.713, -0.144, 502.102, 0.819, -0.046, 0.568, 0.206
 171.203, -0.676, -0.134, 497.346, 0.869, -0.050, 0.559, 0.191
 174.265, -0.635, -0.125, 492.775, 0.922, -0.053, 0.565, 0.204
 177.184, -0.588, -0.117, 488.410, 0.979, -0.057, 0.571, 0.217
 179.937, -0.537, -0.111, 484.306, 1.039, -0.060, 0.575, 0.228
 182.522, -0.484, -0.106, 480.505, 1.100, -0.061, 0.579, 0.234
 184.928, -0.427, -0.103, 477.011, 1.163, -0.063, 0.582, 0.241
 187.177, -0.368, -0.101, 473.741, 1.227, -0.064, 0.520, 0.244
 189.318, -0.309, -0.099, 470.680, 1.290, -0.063, 0.487, 0.307
 191.353, -0.252, -0.100, 467.916, 1.349, -0.059, 0.474, 0.389
 193.222, -0.199, -0.101, 465.566, 1.403, -0.054, 0.520, 0.464
 194.915, -0.151, -0.104, 463.241, -0.013, -0.049, 0.557, 0.534
 196.362, -0.104, -0.108, 457.409, 0.031, -0.046, 0.574, 0.596
 197.552, -0.057, -0.113, 451.397, 0.074, -0.045, 0.580, 0.657
 198.492, -0.010, -0.120, 445.225, 0.116, -0.043, 0.578, 0.732
 199.204, 0.036, -0.128, 438.893, 0.156, -0.041, 0.467, 0.750
 199.770, 0.079, -0.137, 432.471, 0.193, -0.037, 0.346, 0.750
 200.303, 0.114, -0.147, 426.074, 0.222, -0.028, 0.250, 0.750
 200.840, 0.141, -0.158, 419.733, 0.243, -0.019, 0.181, 0.750
 201.380, 0.159, -0.170, 413.428, 0.254, -0.010, 0.139, 0.750
 201.928, 0.168, -0.182, 407.163, 0.256, 0.000, 0.121, 0.749
 202.485, 0.168, -0.194, 400.935, 0.248, 0.010, 0.126, 0.685
 203.049, 0.158, -0.208, 394.737, 0.232, 0.019, 0.152, 0.637
 203.610, 0.140, -0.221, 388.550, 0.206, 0.029, 0.185, 0.598
 204.170, 0.112, -0.234, 382.376, 0.171, 0.037, 0.210, 0.558
 204.755, 0.078, -0.247, 376.240, 0.130, 0.044, 0.248, 0.528
 205.398, 0.040, -0.259, 370.174, 0.086, 0.047, 0.298, 0.508
 206.090, 0.001, -0.271, 364.166, 0.041, 0.047, 0.358, 0.512
 206.763, -0.036, -0.283, 358.151, -0.002, 0.045, 0.345, 0.527
 207.384, -0.070, -0.293, 352.100, -0.042, 0.042, 0.331, 0.543
 207.970, -0.106, -0.302, 346.029, -0.082, 0.041, 0.317, 0.549
 208.555, -0.143, -0.310, 339.979, -0.124, 0.042, 0.306, 0.513
 209.171, -0.182, -0.317, 333.984, -0.167, 0.043, 0.295, 0.476
 209.853, -0.222, -0.324, 328.081, -0.210, 0.042, 0.318, 0.451
 210.600, -0.260, -0.329, 322.273, -0.251, 0.040, 0.372, 0.432
 211.399, -0.296, -0.334, 316.548, -0.290, 0.037, 0.420, 0.453
 212.213, -0.328, -0.337, 310.872, -0.325, 0.032, 0.468, 0.477
 212.983, -0.357, -0.340, 305.188, -0.357, 0.028, 0.503, 0.487
 213.704, -0.383, -0.342, 299.491, -0.386, 0.025, 0.532, 0.490
 214.377, -0.407, -0.343, 293.786, -0.412, 0.021, 0.559, 0.491
 214.993, -0.427, -0.343, 288.063, -0.435, 0.017, 0.586, 0.492
 215.504, -0.445, -0.343, 282.279, -0.455, 0.014, 0.610, 0.492
 215.882, -0.460, -0.343, 276.406, -0.473, 0.011, 0.632, 0.491
 216.138, -0.473, -0.341, 270.457, -0.489, 0.008, 0.653, 0.489
 216.296, -0.484, -0.339, 264.459, -0.503, 0.005, 0.672, 0.486
 216.384, -0.493, -0.337, 258.443, -0.516, 0.002, 0.687, 0.482
 216.372, -0.498, -0.333, 252.380, -0.524, -0.002, 0.696, 0.478
 216.241, -0.500, -0.330, 246.255, -0.530, -0.006, 0.699, 0.473
 215.966, -0.498, -0.326, 240.044, -0.534, -0.009, 0.696, 0.467
 212.262, -0.493, -0.322, 233.768, -0.534, -0.013, 0.679, 0.461
 202.833, -0.483, -0.316, 227.454, -0.532, -0.016, 0.659, 0.453
 193.366, -0.470, -0.310, 221.108, -0.513, -0.020, 0.638, 0.444
 183.838, -0.455, -0.303, 214.671, -0.489, -0.024, 0.611, 0.434
 174.223, -0.437, -0.295, 208.116, -0.462, -0.026, 0.580, 0.423
 164.567, -0.419, -0.288, 201.488, -0.435, -0.027, 0.549, 0.412
 154.889, -0.401, -0.279, 194.804, -0.409, -0.027, 0.521, 0.400
 145.237, -0.384, -0.271, 188.112, -0.382, -0.027, 0.495, 0.388
 135.638, -0.368, -0.263, 181.443, -0.357, -0.025, 0.470, 0.376
 126.093, -0.353, -0.254, 174.801, -0.332, -0.024, 0.459, 0.364
 116.647, -0.340, -0.245, 168.230, -0.310, -0.023, 0.452, 0.351
 107.347, -0.327, -0.237, 161.782, -0.287, -0.022, 0.445, 0.339
 98.167, -0.315, -0.228, 155.435, -0.266, -0.022, 0.351, 0.284
 89.123, -0.303, -0.220, 149.207, -0.245, -0.021, 0.274, 0.197
 80.228, -0.292, -0.213, 143.121, -0.226, -0.020, 0.221, 0.144
 71.550, -0.280, -0.206, 137.240, -0.206, -0.019, 0.155, 0.106
 63.095, -0.268, -0.199, 131.575, -0.187, -0.019, 0.094, 0.073
 54.856, -0.256, -0.194, 126.121, -0.168, -0.019, 0.084, 0.046
 46.845, -0.244, -0.188, 120.890, -0.150, -0.018, 0.104, 0.034
 39.066, -0.232, -0.184, 115.885, -0.132, -0.018, 0.123, 0.059
 31.516, -0.219, -0.180, 111.108, -0.115, -0.017, 0.141, 0.086
 24.191, -0.205, -0.177, 106.558, -0.098, -0.017, 0.157, 0.116
 19.844, -0.181, -0.187, 102.252, -0.081, -0.017, 0.127, 0.118
 23.348, -0.132, -0.224, 98.211, -0.065, -0.016, 0.158, 0.015
 27.087, -0.086, -0.260, 94.390, -0.049, -0.016, 0.302, -0.084
 31.021, -0.040, -0.293, 90.747, -0.031, -0.018, 0.498, -0.199
 35.028, 0.009, -0.323, 87.166, -0.006, -0.025, 0.593, -0.336
 39.040, 0.066, -0.351, 83.586, 0.028, -0.034, 0.461, -0.420
 43.073, 0.131, -0.378, 80.020, 0.072, -0.044, 0.319, -0.296
 47.232, 0.201, -0.405, 76.575, 0.120, -0.048, 0.142, -0.141
 51.628, 0.270, -0.430, 73.360, 0.170, -0.049, -0.018, 0.017
 46.990, 0.350, -0.464, 70.384, 0.218, -0.048, -0.102, 0.151
 39.921, 0.435, -0.507, 67.569, 0.261, -0.043, -0.003, 0.298
 33.152, 0.522, -0.560, 64.827, 0.295, -0.035, 0.081, 0.739
 31.375, 0.566, -0.581, 62.151, 0.319, -0.024, 0.146, 0.750
 37.128, 0.540, -0.545, 59.562, 0.331, -0.012, 0.188, 0.750
 34.952, 0.535, -0.531, 56.923, 0.338, -0.006, 0.210, 0.750
 28.124, 0.532, -0.522, 54.188, 0.339, -0.002, 0.220, 0.747
 30.098, 0.453, -0.442, 51.379, 0.336, 0.003, 0.209, 0.408
 25.325, 0.381, -0.370, 48.430, 0.329, 0.007, 0.186, 0.224
 22.103, 0.283, -0.273, 45.445, 0.320, 0.009, 0.104, 0.072
 22.203, 0.165, -0.157, 42.598, 0.310, 0.009, 0.217, 0.010
 19.222, 0.038, -0.025, 39.869, 0.305, 0.005, 0.563, 0.026
 18.907, -0.089, 0.115, 37.160, 0.309, -0.003, 0.343, 0.038
 20.979, -0.201, 0.248, 34.454, 0.320, -0.011, 0.112, 0.003
 23.204, -0.307, 0.379, 31.870, 0.335, -0.015, 0.180, -0.125
 25.738, -0.410, 0.509, 29.490, 0.351, -0.016, 0.384, -0.308
 29.179, -0.496, 0.626, 27.199, 0.373, -0.022, 0.646, -0.564
 33.309, -0.561, 0.733, 24.911, 0.404, -0.031, 0.750, -0.622
 38.006, -0.604, 0.828, 22.623, 0.445, -0.041, 0.750, -0.594
 43.158, -0.628, 0.912, 20.338, 0.495, -0.050, 0.750, -0.557
 48.612, -0.632, 0.987, 18.103, 0.555, -0.060, 0.750, -0.521
 54.282, -0.619, 1.053, 15.925, 0.625, -0.069, 0.750, -0.484
 60.093, -0.587, 1.111, 13.820, 0.704, -0.079, 0.750, -0.416
 66.115, -0.537, 1.157, 12.383, 0.791, -0.087, 0.750, -0.418
 72.833, -0.449, 1.174, 13.810, 0.886, -0.095, 0.750, -0.246
 79.806, -0.354, 1.191, 15.325, 0.987, -0.102, 0.750, -0.089
 86.808, -0.259, 1.211, 16.263, 1.092, -0.105, 0.750, 0.019
 93.683, -0.166, 1.233, 16.778, 1.197, -0.106, 0.750, 0.126
 100.338, -0.073, 1.256, 16.996, 1.303, -0.105, 0.750, 0.260
 106.746, 0.019, 1.278, 17.035, 1.408, -0.105, 0.701, 0.401
 112.895, 0.113, 1.300, 16.991, 1.512, -0.105, 0.535, 0.401
 118.792, 0.207, 1.320, 16.961, 1.617, -0.105, 0.430, 0.399
 124.470, 0.301, 1.339, 16.936, 1.720, -0.103, 0.357, 0.414
 130.024, 0.391, 1.357, 16.981, 1.818, -0.098, 0.375, 0.471
 135.490, 0.477, 1.373, 17.159, 1.911, -0.093, 0.394, 0.471
 140.866, 0.561, 1.388, 17.514, 2.001, -0.089, 0.409, 0.469
 146.180, 0.642, 1.402, 18.056, 2.086, -0.085, 0.425, 0.470
 151.447, 0.721, 1.414, 18.815, 2.167, -0.081, 0.440, 0.470
 156.632, 0.798, 1.425, 19.762, 2.245, -0.078, 0.451, 0.469
 161.786, 0.874, 1.434, 20.955, 2.321, -0.076, 0.460, 0.468
 166.913, 0.950, 1.442, 22.411, 2.396, -0.075, 0.465, 0.466
 172.052, 1.026, 1.449, 24.142, 2.469, -0.073, 0.468, 0.462
 177.270, 1.100, 1.455, 26.166, 2.540, -0.071, 0.471, 0.458
 182.591, 1.174, 1.459, 28.481, 2.609, -0.069, 0.475, 0.455
 187.981, 1.248, 1.462, 31.069, 2.688, -0.068, 0.477, 0.453
 193.477, 1.321, 1.465, 33.975, 2.781, -0.067, 0.479, 0.451
 199.142, 1.394, 1.466, 37.204, 2.869, -0.065, 0.482, 0.450
 204.970, 1.466, 1.467, 40.711, 2.951, -0.064, 0.450, 0.449
 210.912, 1.536, 1.468, 44.453, 3.028, -0.062, 0.400, 0.428
 217.039, 1.604, 1.468, 48.385, 3.099, -0.059, 0.351, 0.427
 223.384, 1.666, 1.468, 52.437, -3.122, -0.053, -0.107, 0.446
 229.872, 1.719, 1.468, 56.523, -3.071, -0.045, -0.152, 0.469
 236.558, 1.762, 1.469, 60.595, -3.032, -0.035, -0.192, 0.490
 243.494, 1.795, 1.470, 64.639, -3.006, -0.026, -0.230, 0.507
 250.561, 1.819, 1.471, 68.663, -2.990, -0.016, -0.264, 0.520
 257.700, 1.832, 1.473, 72.673, -2.985, -0.007, -0.293, 0.527
 264.899, 1.836, 1.475, 76.670, -2.990, 0.003, -0.303, 0.529
 272.120, 1.829, 1.478, 80.661, -3.004, 0.012, -0.278, 0.525
 279.358, 1.813, 1.480, 84.647, -3.028, 0.022, -0.247, 0.514
 286.599, 1.787, 1.483, 88.628, -3.062, 0.031, -0.210, 0.499
 293.814, 1.752, 1.486, 92.593, -3.105, 0.040, -0.171, 0.480
 301.004, 1.708, 1.489, 96.535, 3.127, 0.049, -0.025, 0.458
 308.064, 1.656, 1.492, 100.434, 3.069, 0.056, -0.046, 0.434
 314.947, 1.598, 1.495, 104.262, 3.006, 0.062, -0.026, 0.414
 321.664, 1.536, 1.499, 107.982, 2.940, 0.067, 0.034, 0.415
 328.166, 1.471, 1.503, 111.598, 2.873, 0.069, 0.088, 0.424
 334.447, 1.405, 1.507, 115.138, 2.807, 0.069, 0.132, 0.421
 340.482, 1.340, 1.511, 118.600, 2.742, 0.068, 0.186, 0.418
 346.252, 1.278, 1.516, 122.004, 2.682, 0.065, 0.251, 0.414
 351.752, 1.218, 1.520, 125.385, 2.626, 0.062, 0.330, 0.411
 356.946, 1.163, 1.524, 128.714, 2.575, 0.059, 0.426, 0.408
 361.896, 1.111, 1.528, 132.069, 2.529, 0.055, 0.543, 0.405
 366.560, 1.063, 1.532, 135.431, 2.488, 0.051, 0.690, 0.402
 370.878, 1.018, 1.536, 138.759, 2.452, 0.048, 0.750, 0.400
 374.948, 0.977, 1.540, 142.124, 2.419, 0.045, 0.750, 0.397
 378.778, 0.939, 1.544, 145.508, 2.392, 0.041, 0.750, 0.394
 382.291, 0.905, 1.548, 148.856, 2.369, 0.037, 0.750, 0.391
 385.543, 0.875, 1.552, 152.217, 2.350, 0.033, 0.750, 0.389
 388.576, 0.848, 1.555, 155.638, 2.335, 0.030, 0.750, 0.386
 391.412, 0.826, 1.559, 159.118, 2.325, 0.026, 0.750, 0.383
 394.036, 0.807, 1.562, 162.630, 2.319, 0.022, 0.750, 0.381
 396.454, 0.793, 1.566, 166.193, 2.318, 0.017, 0.750, 0.379
 398.692, 0.783, 1.569, 169.839, 2.322, 0.013, 0.750, 0.376
 400.752, 0.777, 1.572, 173.576, 2.329, 0.009, 0.728, 0.374
 402.590, 0.775, 1.575, 177.373, 2.341, 0.005, 0.680, 0.372
 404.269, 0.777, 1.578, 181.281, 2.356, 0.001, 0.642, 0.370
 405.793, 0.783, 1.581, 185.310, 2.376, -0.003, 0.611, 0.368
 407.196, 0.794, 1.583, 189.480, 2.400, -0.007, 0.585, 0.366
 408.476, 0.810, 1.586, 193.764, 2.429, -0.012, 0.564, 0.364
 409.655, 0.830, 1.588, 198.217, 2.461, -0.015, 0.546, 0.363
 410.776, 0.852, 1.589, 202.836, 2.495, -0.018, 0.530, 0.362
 411.842, 0.878, 1.591, 207.600, 2.532, -0.022, 0.515, 0.361
 412.910, 0.907, 1.592, 212.497, 2.571, -0.024, 0.501, 0.360
 414.030, 0.938, 1.593, 217.531, 2.610, -0.026, 0.487, 0.359
 415.255, 0.968, 1.593, 222.708, 2.649, -0.025, 0.473, 0.359
 416.571, 0.999, 1.594, 227.991, 2.686, -0.025, 0.459, 0.359
 418.008, 1.029, 1.594, 233.362, 2.721, -0.025, 0.444, 0.359
 419.554, 1.058, 1.594, 238.820, 2.755, -0.024, 0.416, 0.359
 421.222, 1.086, 1.594, 244.339, 2.787, -0.023, 0.369, 0.359
 423.017, 1.113, 1.593, 249.869, 2.816, -0.021, 0.330, 0.359
 424.958, 1.135, 1.593, 255.406, 2.840, -0.017, 0.288, 0.374
 427.055, 1.154, 1.593, 260.950, 2.860, -0.012, 0.248, 0.399
 429.252, 1.166, 1.592, 266.478, 2.872, -0.007, 0.216, 0.417
 431.580, 1.173, 1.592, 271.965, 2.880, -0.002, 0.184, 0.439
 434.024, 1.175, 1.591, 277.406, 2.880, 0.004, 0.154, 0.464
 436.506, 1.169, 1.591, 282.795, 2.875, 0.010, 0.127, 0.494
 439.043, 1.158, 1.591, 288.142, 2.862, 0.017, 0.101, 0.527
 441.582, 1.139, 1.591, 293.452, 2.842, 0.024, 0.078, 0.566
 444.063, 1.112, 1.591, 298.719, 2.814, 0.032, 0.102, 0.610
 446.456, 1.077, 1.591, 303.952, 2.779, 0.040, 0.175, 0.660
 448.719, 1.034, 1.591, 309.162, 2.736, 0.047, 0.237, 0.715
 450.796, 0.986, 1.591, 313.740, 1.487, 0.053, 0.257, 0.750
 452.649, 0.933, 1.591, 313.918, 1.445, 0.058, 0.271, 0.750
 454.248, 0.875, 1.591, 313.963, 1.399, 0.062, 0.284, 0.750
 455.544, 0.814, 1.591, 313.826, 1.350, 0.065, 0.293, 0.750
 456.478, 0.751, 1.591, 313.452, 1.299, 0.068, 0.299, 0.750
 457.023, 0.686, 1.592, 312.807, 1.248, 0.069, 0.302, 0.750
 457.219, 0.620, 1.592, 311.937, 1.195, 0.070, 0.306, 0.750
 457.029, 0.552, 1.593, 310.752, 1.141, 0.072, 0.309, 0.750
 456.441, 0.481, 1.594, 309.203, 1.085, 0.074, 0.314, 0.649
 455.527, 0.410, 1.596, 307.368, 1.029, 0.074, 0.314, 0.530
 454.400, 0.341, 1.598, 305.337, 0.976, 0.071, 0.305, 0.451
 453.144, 0.278, 1.600, 303.149, 0.928, 0.065, 0.352, 0.462
 451.777, 0.221, 1.604, 300.746, 0.887, 0.058, 0.418, 0.482
 450.279, 0.170, 1.608, 298.112, 0.852, 0.052, 0.467, 0.503
 448.646, 0.123, 1.613, 295.198, 0.823, 0.045, 0.522, 0.525
 446.880, 0.082, 1.618, 291.961, 0.798, 0.040, 0.583, 0.546
 444.974, 0.045, 1.625, 288.471, 0.779, 0.035, 0.650, 0.568
 442.928, 0.011, 1.632, 284.758, 0.764, 0.030, 0.722, 0.589
 440.694, -0.020, 1.640, 280.756, 0.751, 0.028, 0.750, 0.500
 438.282, -0.050, 1.648, 276.580, 0.741, 0.025, 0.750, 0.398
 435.772, -0.073, 1.656, 272.326, 0.737, 0.019, 0.750, 0.329
 433.227, -0.090, 1.665, 268.004, 0.742, 0.011, 0.750, 0.286
 430.678, -0.098, 1.674, 263.591, 0.755, 0.002, 0.750, 0.264
 428.121, -0.097, 1.683, 259.158, 0.777, -0.007, 0.708, 0.239
 425.556, -0.088, 1.693, 254.721, 0.808, -0.015, 0.652, 0.221
 422.992, -0.070, 1.703, 250.352, 0.849, -0.024, 0.612, 0.216
 420.429, -0.043, 1.712, 246.098, 0.898, -0.032, 0.587, 0.225
 417.891, -0.011, 1.722, 241.961, 0.955, -0.039, 0.573, 0.248
 415.376, 0.028, 1.731, 237.996, 1.017, -0.045, 0.556, 0.240
 412.901, 0.071, 1.740, 234.265, 1.085, -0.048, 0.547, 0.210
 410.480, 0.117, 1.749, 230.817, 1.156, -0.052, 0.562, 0.212
 408.108, 0.168, 1.757, 227.667, 1.232, -0.056, 0.529, 0.241
 405.812, 0.222, 1.765, 224.919, 1.310, -0.058, 0.497, 0.265
 403.612, 0.274, 1.772, 222.545, 1.387, -0.056, 0.485, 0.278
 401.517, 0.323, 1.779, 220.510, 1.462, -0.053, 0.519, 0.250
 399.546, 0.371, 1.785, 218.891, 1.528, -0.051, 0.507, 0.265
 397.667, 0.420, 1.790, 217.568, 1.579, -0.051, 0.497, 0.273
 395.881, 0.468, 1.795, 216.488, 1.629, -0.050, 0.516, 0.255
 394.190, 0.516, 1.800, 215.647, 1.678, -0.049, 0.530, 0.239
 392.635, 0.566, 1.803, 215.106, 1.728, -0.051, 0.537, 0.225
 391.225, 0.619, 1.806, 214.864, 1.781, -0.053, 0.541, 0.211
 389.427, 0.676, 1.808, 214.881, 1.837, -0.056, 0.542, 0.214
 382.207, 0.740, 1.798, 215.219, 1.894, -0.057, 0.536, 0.218
 375.266, 0.807, 1.788, 215.919, 1.953, -0.058, 0.529, 0.223
 368.609, 0.876, 1.776, 216.932, 2.013, -0.060, 0.522, 0.228
 362.271, 0.946, 1.764, 218.285, 2.072, -0.060, 0.519, 0.237
 356.274, 1.017, 1.751, 219.952, 2.132, -0.059, 0.517, 0.246
 350.697, 1.087, 1.737, 222.008, 2.190, -0.058, 0.469, 0.256
 345.441, 1.157, 1.722, 224.299, 2.247, -0.057, 0.389, 0.267
 340.480, 1.224, 1.707, 226.761, 2.301, -0.054, 0.323, 0.278
 335.859, 1.286, 1.691, 229.394, 2.349, -0.048, 0.267, 0.289
 331.618, 1.342, 1.675, 232.194, 2.391, -0.042, 0.218, 0.300
 327.741, 1.392, 1.658, 235.155, 2.427, -0.036, 0.175, 0.312
 324.146, 1.436, 1.642, 238.208, 2.456, -0.029, 0.136, 0.324
 320.843, 1.472, 1.625, 241.370, 2.478, -0.021, 0.102, 0.336
 317.841, 1.502, 1.607, 244.623, 2.492, -0.015, 0.073, 0.349
 315.115, 1.524, 1.590, 247.946, 2.499, -0.007, 0.046, 0.361
 312.649, 1.540, 1.573, 251.318, 2.500, -0.000, 0.024, 0.374
 310.366, 1.550, 1.555, 254.679, 2.494, 0.006, 0.026, 0.386
 308.235, 1.552, 1.538, 258.037, 2.481, 0.013, 0.025, 0.394
 306.181, 1.547, 1.520, 261.343, 2.460, 0.020, 0.031, 0.402
 304.241, 1.536, 1.503, 264.620, 2.434, 0.027, 0.044, 0.413
 302.333, 1.518, 1.486, 267.825, 2.400, 0.033, 0.065, 0.426
 300.416, 1.494, 1.468, 270.941, 2.361, 0.039, 0.092, 0.441
 298.437, 1.465, 1.451, 273.929, 2.317, 0.044, 0.123, 0.457
 296.479, 1.432, 1.433, 276.883, 2.268, 0.049, 0.159, 0.474
 294.478, 1.396, 1.415, 279.763, 2.216, 0.052, 0.190, 0.487
 292.401, 1.358, 1.397, 281.713, 0.591, 0.054, 0.224, 0.500
 290.213, 1.321, 1.378, 278.488, 0.537, 0.054, 0.263, 0.513
 287.884, 1.284, 1.359, 275.047, 0.483, 0.054, 0.310, 0.527
 285.448, 1.247, 1.339, 271.367, 0.429, 0.054, 0.360, 0.541
 282.912, 1.212, 1.319, 267.435, 0.375, 0.054, 0.406, 0.543
 280.216, 1.179, 1.298, 263.226, 0.322, 0.053, 0.424, 0.522
 277.345, 1.147, 1.276, 258.765, 0.271, 0.051, 0.447, 0.499
 274.364, 1.119, 1.254, 254.093, 0.223, 0.048, 0.534, 0.525
 271.105, 1.093, 1.232, 249.162, 0.176, 0.046, 0.619, 0.553
 267.536, 1.069, 1.209, 243.960, 0.131, 0.045, 0.692, 0.574
 263.809, 1.046, 1.185, 238.515, 0.087, 0.044, 0.750, 0.582
 259.978, 1.026, 1.161, 232.852, 0.044, 0.043, 0.750, 0.586
 256.034, 1.007, 1.136, 226.974, 0.002, 0.042, 0.750, 0.590
 251.927, 0.990, 1.110, 220.885, -0.039, 0.041, 0.750, 0.594
 247.777, 0.975, 1.083, 214.586, -0.079, 0.040, 0.750, 0.597
 243.563, 0.963, 1.055, 208.107, -0.117, 0.038, 0.750, 0.599
 239.284, 0.953, 1.026, 201.470, -0.154, 0.036, 0.750, 0.594
 234.971, 0.947, 0.996, 194.680, -0.188, 0.034, 0.750, 0.589
 230.617, 0.943, 0.966, 187.742, -0.221, 0.032, 0.750, 0.583
 226.247, 0.943, 0.934, 180.687, -0.250, 0.030, 0.750, 0.582
 221.872, 0.949, 0.901, 173.554, -0.276, 0.026, 0.750, 0.601
 217.457, 0.958, 0.868, 166.341, -0.298, 0.022, 0.750, 0.624
 213.078, 0.970, 0.833, 158.997, -0.319, 0.021, 0.735, 0.640
 208.761, 0.985, 0.797, 151.509, -0.338, 0.019, 0.644, 0.651
 204.506, 1.003, 0.759, 143.913, -0.356, 0.018, 0.579, 0.662
 200.397, 1.024, 0.720, 136.218, -0.373, 0.017, 0.529, 0.669
 196.445, 1.044, 0.680, 128.466, -0.391, 0.018, 0.491, 0.667
 192.674, 1.062, 0.638, 120.691, -0.413, 0.021, 0.448, 0.659
 189.054, 1.078, 0.596, 113.004, -0.437, 0.025, 0.414, 0.651
 185.665, 1.091, 0.553, 105.431, -0.466, 0.028, 0.327, 0.619
 182.561, 1.101, 0.509, 97.981, -0.498, 0.032, 0.234, 0.620
 179.689, 1.108, 0.465, 90.723, -0.533, 0.036, 0.138, 0.614
 177.027, 1.110, 0.421, 83.696, -0.573, 0.040, 0.101, 0.672
 174.574, 1.107, 0.377, 76.903, -0.618, 0.045, 0.127, 0.750
 172.220, 1.099, 0.334, 70.388, -0.669, 0.051, 0.166, 0.750
 169.949, 1.083, 0.290, 64.125, -0.726, 0.057, 0.220, 0.750
 167.698, 1.061, 0.247, 58.146, -0.790, 0.064, 0.270, 0.750
 165.526, 1.034, 0.203, 52.395, -0.859, 0.069, 0.273, 0.750
 163.334, 1.002, 0.160, 46.948, -0.932, 0.073, 0.279, 0.750
 161.083, 0.967, 0.117, 41.830, -1.009, 0.077, 0.295, 0.750
 158.568, 0.929, 0.074, 37.228, -1.088, 0.079, 0.303, 0.704
 155.935, 0.890, 0.031, 32.993, -1.168, 0.080, 0.305, 0.682
 153.263, 0.852, -0.012, 29.083, -1.247, 0.079, 0.278, 0.750
 150.587, 0.813, -0.055, 25.508, -1.327, 0.080, 0.207, 0.750
 147.905, 0.770, -0.098, 22.315, -1.411, 0.085, 0.154, 0.750
 145.220, 0.720, -0.140, 19.563, -1.501, 0.090, 0.113, 0.750
 142.308, 0.662, -0.180, 17.594, -1.598, 0.097, 0.083, 0.750
 139.161, 0.595, -0.218, 16.406, -1.701, 0.103, 0.058, 0.750
 135.948, 0.521, -0.255, 15.734, -1.811, 0.109, 0.036, 0.743
 132.667, 0.440, -0.290, 15.633, -1.925, 0.114, 0.015, 0.582
 129.358, 0.354, -0.322, 16.157, -2.041, 0.116, -0.012, 0.485
 126.112, 0.266, -0.351, 17.221, -2.157, 0.116, 0.044, 0.455
 122.878, 0.175, -0.376, 18.889, -2.271, 0.114, 0.138, 0.505
 119.619, 0.084, -0.397, 21.171, -2.381, 0.110, 0.260, 0.524
 116.323, -0.005, -0.415, 23.857, -2.486, 0.105, 0.401, 0.540
 112.980, -0.090, -0.431, 26.812, -2.586, 0.100, 0.380, 0.556
 109.586, -0.171, -0.446, 30.050, -2.680, 0.094, 0.361, 0.460
 106.192, -0.249, -0.458, 33.555, -2.769, 0.089, 0.357, 0.402
 102.864, -0.324, -0.467, 37.297, -2.851, 0.082, 0.453, 0.438
 99.614, -0.394, -0.473, 41.232, -2.926, 0.075, 0.535, 0.463
 96.379, -0.463, -0.477, 45.368, -2.997, 0.071, 0.634, 0.480
